Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
62, 2.9733, 0.30271, 0.12022, 0.10006, 1.1111, 0.41343, 0.50901, 1.0046, 0.97628, 0.12615, 0.62638, 3.4631, 0.48628, 0.8402, 4.3766, 0.00493, 5.1802, 0.41704, 0.00015, 0.3639, 1.3753, 1.1286, 0.9907, 0.40138, 0.51394, 4.118, 3.7483, 0.73244, 2.3098, 0.010251, 3.8456, 0.81507, 0.0028544, 0.30006, 1.3752, 0.90046, 0.97798, 0.40136, 0.51384, 4.1176, 3.7477, 0.73231, 1.0277, 0.0074959, 3.337, 0.64947, 0.00068391, 0.18574, 1.3753, 1.3568, 1.0034, 0.40141, 0.51404, 4.1185, 3.749, 0.73256, 3.5918, 0.013005, 4.3541, 0.98066, 0.0050248, 0.41439, 9.718e-10, 0.019246, 5.9779e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.60753, 2.8049e-06, 0.095592, 0.010136, 1.7412e-06, 0.0048308, 1.2415, 0.2568, 0.91401, 0.10013, -0.054702, -1.1307, -1.0778, 0.53887, -1.6569, 0.0018441, -1.5784, -0.068506, -0.0021561, -0.11889, 1.509, 2.0005, 1.0674, 0.70263, 1.0826, 9.3668, 8.5745, 0.92601, 6.2764, 0.018657, 9.2695, 1.6986, 0.0078648, 0.71902, 0.0066117, 0.28095, 0.0021739, 0.033543, 0.11952, 10.182, 8.609, 0.013849, 5.8156, 2.6121e-05, 10.874, 0.28856, 9.2789e-06, 0.064876
63, 2.25, 0.32819, 0.06546, 0.08496, 2.0159, 0.80617, 1.7863, 1.0259, 0.96378, 0.14849, 0.35351, 5.6502, 5.9303, 0.68807, 4.8771, 0.006, 2.6489, 0.84532, 0.00252, 0.21947, 1.3796, 0.88385, 0.99403, 0.35356, 0.52047, 3.6417, 4.0312, 0.67207, 3.5784, 0.0076356, 4.7027, 0.7703, 0.0031604, 0.3779, 1.3796, 0.61952, 0.97853, 0.35353, 0.52037, 3.6412, 4.0306, 0.67195, 2.1152, 0.0039786, 4.158, 0.58483, 0.00031714, 0.24726, 1.3797, 1.1482, 1.0095, 0.35358, 0.52058, 3.6422, 4.0319, 0.6722, 5.0416, 0.011293, 5.2473, 0.95577, 0.0060036, 0.50854, 9.718e-10, 0.025824, 8.8773e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.79134, 4.943e-06, 0.10963, 0.012714, 2.9879e-06, 0.006308, 0.84023, -0.04528, 0.9488, 0.052307, 0.21913, 0.21691, 0.39956, 0.24715, 1.5133, -0.0066344, -0.82475, 0.071369, -0.0095221, 0.22297, 1.919, 1.813, 1.0393, 0.65481, 0.82181, 7.0665, 7.6629, 1.097, 5.6435, 0.021906, 10.23, 1.4692, 0.015843, 0.53283, 0.10753, 0.31908, 0.00075622, 0.033543, 0.033563, 4.3352, 4.8748, 0.066736, 1.5762, 7.5265e-05, 11.292, 0.18056, 5.9451e-05, 0.0088717
64, 3.9167, 0.12293, 0.04813, 0, 1.3229, 0.27548, 0.74382, 1.0399, 0.95052, 0.11319, 0.55474, 1.536, 2.7263, 0.86943, 6.669, 0.00443, 2.4777, 0.33174, 0.00094, 0.24743, 1.3602, 0.8599, 0.98607, 0.41253, 0.54653, 4.6401, 5.4097, 0.67039, 2.88, 0.0019901, 3.4437, 0.75001, 0.0018354, 0.29844, 1.3601, 0.60511, 0.97006, 0.41251, 0.54642, 4.6396, 5.409, 0.67027, 1.5305, -0.00069635, 2.8539, 0.56539, 3.3281e-05, 0.16606, 1.3602, 1.1147, 1.0021, 0.41256, 0.54663, 4.6406, 5.4104, 0.67051, 4.2295, 0.0046765, 4.0336, 0.93464, 0.0036376, 0.43082, 9.718e-10, 0.023994, 9.4692e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.67313, 2.6674e-06, 0.12859, 0.012599, 1.2004e-06, 0.0064773, 0.41391, 0.53868, 0.92309, 0.11129, 0.27014, 0.75442, 2.0742, 0.48807, 0.44791, -0.0065779, -1.4968, -0.27142, -0.0016994, -0.15848, 2.3065, 1.1811, 1.049, 0.71378, 0.82291, 8.5257, 8.7451, 0.85271, 5.3121, 0.010558, 8.3843, 1.7714, 0.0053702, 0.75535, 0.33096, 0.038137, 0.0014657, 0.033543, 0.028234, 5.5805, 4.112, 0.012286, 2.1863, 2.7133e-05, 9.022, 0.38563, 4.6182e-06, 0.077165
65, 1.9912, 0.72035, 0.17202, 0.33339, 0.52493, 0.68114, 0.53832, 0.58222, 1.0174, 0.14836, 0.39354, 9.8926, 9.3091, 0.26281, 1.3329, 0.03414, 5.0097, 0.31431, 0.00667, 0.56383, 1.3474, 0.56017, 0.95058, 0.34663, 0.53506, 3.328, 1.8649, 0.73808, 1.8731, 0.031806, 5.3677, 0.6403, 0.0080587, 0.42806, 1.3473, 0.041995, 0.93166, 0.34661, 0.53496, 3.3275, 1.8642, 0.73796, -0.055028, 0.02229, 4.8153, 0.44173, 0.0032556, 0.28089, 1.3474, 1.0783, 0.96951, 0.34666, 0.53517, 3.3284, 1.8656, 0.73821, 3.8012, 0.041322, 5.92, 0.83887, 0.012862, 0.57523, 9.718e-10, 0.099241, 0.00013238, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.3741, 3.347e-05, 0.11278, 0.014574, 8.5269e-06, 0.0080057, 0.80233, 0.0089478, 0.89955, 0.045385, 0.2998, -0.69085, -2.1901, 0.40401, -1.0024, 0.015635, 3.5948, -0.28468, -0.004549, 0.18832, 1.8924, 1.1114, 1.0016, 0.64788, 0.77032, 7.3468, 5.9199, 1.0721, 4.7486, 0.047978, 7.1405, 1.5653, 0.020666, 0.6678, 0.1098, 0.1123, 0.00096245, 0.033543, 0.020457, 5.9695, 6.0776, 0.041249, 3.0561, 9.6658e-05, 1.1617, 0.31624, 5.8752e-05, 0.021244
66, 2.5, 0.2982, 0.06484, 0.6, 1.6667, 0.77092, 1.4371, 0.27536, 0.96379, 0.41321, 0.37215, 2.8883, 5.1202, 0.54353, 1.8351, 0.00092, 8.6414, 1.6358, 0.00194, 0.76651, 1.2128, 0.7934, 0.97762, 0.56842, 0.45972, 3.4774, 4.4087, 0.60805, 2.3966, 0.0066387, 5.3334, 0.68866, 0.0044449, 0.71216, 1.2127, 0.44515, 0.95815, 0.56839, 0.45962, 3.4769, 4.408, 0.60792, 0.48271, 0.0019189, 4.7159, 0.49006, 0.00078499, 0.56496, 1.2128, 1.1416, 0.99709, 0.56845, 0.45982, 3.4778, 4.4093, 0.60817, 4.3106, 0.011358, 5.9509, 0.88727, 0.0081049, 0.85937, 9.718e-10, 0.044826, 0.00014016, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.3539, 8.2337e-06, 0.14092, 0.014579, 4.9511e-06, 0.0080091, 0.79737, 0.40343, 0.90147, 0.26717, 0.15551, -0.54725, 0.33882, 0.15743, -0.31982, -0.0076749, 0.41112, -0.31223, -0.0052871, 0.54533, 1.6282, 1.1834, 1.0538, 0.86967, 0.76393, 7.5019, 8.4785, 1.0587, 5.1131, 0.020952, 10.256, 1.6895, 0.014177, 0.87899, 0.063784, 0.056209, 0.0021433, 0.033543, 0.034205, 5.9867, 6.1221, 0.07505, 2.7274, 7.5726e-05, 8.9552, 0.37027, 3.5007e-05, 0.010287
67, 4, 0.29084, 0.13792, 0.19995, 1.1111, 0.3202, 1.9267, 1.0247, 0.97689, 0.40624, 0.38433, 8.0469, 0.36246, 0.75145, 1.7556, 0.00482, 1.5961, 0.42009, 0.0038, 0.39189, 1.396, 1.0061, 0.985, 0.45059, 0.50767, 3.8849, 3.1512, 0.74375, 2.6466, 0.0094066, 3.307, 0.7744, 0.0030267, 0.53708, 1.3959, 0.6627, 0.97227, 0.45056, 0.50756, 3.8844, 3.1505, 0.74362, 1.0306, 0.0065259, 2.8936, 0.59421, 0.0010972, 0.40871, 1.396, 1.3494, 0.99774, 0.45062, 0.50777, 3.8854, 3.1519, 0.74387, 4.2625, 0.012287, 3.7204, 0.95459, 0.0049561, 0.66545, 9.718e-10, 0.043577, 5.9942e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.96518, 3.067e-06, 0.063174, 0.012, 1.376e-06, 0.0060909, 1.2304, 0.62137, 0.94237, 0.14934, 0.23422, 0.11348, -1.5037, 0.52988, -0.09792, 0.00062147, 0.91132, -0.0955, -0.00047505, 0.12651, 1.5615, 1.3908, 1.0276, 0.75184, 0.78111, 7.6564, 7.8061, 0.95762, 5.3911, 0.018192, 5.7026, 1.6443, 0.0065284, 0.94765, 0.010125, 0.054698, 0.0006719, 0.033543, 0.027636, 5.2573, 8.0088, 0.016906, 2.784, 2.8526e-05, 2.1213, 0.27969, 4.5322e-06, 0.062305
68, 2.1818, 0.28637, 0.16597, 0.59996, 0.86111, 0.46736, 1.437, 1.0489, 0.97973, 0.6181, 0.57435, 2.0074, 0.96538, 0.88772, 1.3726, 0.00676, 4.5797, 0.30994, 0.00087, 0.8443, 1.2252, 0.92594, 0.98652, 0.61467, 0.40744, 3.7909, 3.4135, 0.72512, 2.4552, 0.0043159, 4.0906, 0.84099, 0.0020412, 0.72621, 1.2251, 0.48168, 0.96728, 0.61465, 0.40734, 3.7904, 3.4129, 0.725, 0.59447, -0.0014054, 3.4711, 0.64702, -0.0020909, 0.59001, 1.2252, 1.3702, 1.0058, 0.6147, 0.40754, 3.7913, 3.4142, 0.72524, 4.3159, 0.010037, 4.7102, 1.035, 0.0061734, 0.86242, 9.718e-10, 0.072951, 0.0001369, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2797, 1.2099e-05, 0.14188, 0.013907, 6.3109e-06, 0.0068569, 1.0704, 0.44971, 0.91289, 0.31342, 0.23572, -0.71781, -1.4835, 0.3458, 0.14001, -0.01058, -0.83865, -0.042463, -0.0114, 0.26079, 1.38, 1.4022, 1.0602, 0.91592, 0.57915, 8.2995, 8.3106, 1.1044, 4.7704, 0.019212, 9.0199, 1.7244, 0.015483, 1.1916, 0.0088622, 0.083829, 0.0020037, 0.033543, 0.010898, 7.5135, 8.8636, 0.053181, 1.9812, 8.2015e-05, 8.9807, 0.28848, 6.6779e-05, 0.080065
69, 4.6981, 0.16327, 0.04387, 0.1029, 0.84667, 0.31592, 1.2988, 0.48265, 1.033, 0.55497, 0.2716, 1.525, 1.9681, 0.92663, 3.4225, 0.00259, 7.2029, 1.9838, 0.00309, 0.41586, 1.3309, 0.25293, 0.98584, 0.44899, 0.55803, 4.3138, 4.7931, 0.63645, 2.8482, 0.01169, 3.5961, 0.64686, 0.00706, 0.53416, 1.3309, 0.16236, 0.97103, 0.44897, 0.55793, 4.3133, 4.7924, 0.63633, 2.1532, 0.0093733, 3.0802, 0.47583, 0.0057497, 0.42854, 1.331, 0.34351, 1.0007, 0.44902, 0.55814, 4.3142, 4.7937, 0.63658, 3.5433, 0.014006, 4.1121, 0.8179, 0.0083704, 0.63977, 9.718e-10, 0.0030325, 8.1106e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.17855, 1.9835e-06, 0.098407, 0.010812, 6.3464e-07, 0.0041227, 0.57246, 0.084498, 0.90801, 0.14774, 0.32848, 1.4613, 1.2342, 0.35623, 1.5568, 0.0064669, -1.9099, -0.14145, 0.0043838, 0.18394, 2.0894, 0.42137, 1.0637, 0.75024, 0.78759, 7.1662, 8.3519, 0.91668, 4.1397, 0.016913, 9.1022, 1.4352, 0.0097362, 0.88437, 0.21264, 0.010486, 0.002239, 0.033543, 0.019477, 3.0074, 4.6813, 0.029024, 0.61645, 1.0083e-05, 11.205, 0.22969, 2.6472e-06, 0.045333
70, 3.0049, 0.29103, 0.12422, 0, 1.3368, 0.34018, 1.7622, 1.0253, 0.95351, 0.1672, 0.56258, 8.6009, 5.2923, 0.88978, 2.5531, 0.00502, 3.8471, 1.4815, 0.00247, 0.1425, 1.4201, 1.0785, 0.98064, 0.36233, 0.52419, 4.2857, 3.8994, 0.75801, 2.5523, 0.0081277, 3.7206, 0.81553, 0.0014262, 0.30283, 1.4201, 0.85467, 0.96372, 0.3623, 0.52408, 4.2852, 3.8987, 0.75789, 0.74584, 0.0045697, 3.1249, 0.62193, -0.0014187, 0.16245, 1.4202, 1.3023, 0.99755, 0.36236, 0.52429, 4.2862, 3.9, 0.75814, 4.3587, 0.011686, 4.3162, 1.0091, 0.0042711, 0.44322, 9.718e-10, 0.018512, 0.00010578, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2061, 4.679e-06, 0.13113, 0.013852, 2.9914e-06, 0.0072844, 1.1737, 0.70947, 0.91817, 0.06108, 0.068978, -0.67253, -0.45516, 0.57046, -1.8227, -0.0016611, -1.1423, -0.26533, -0.0037791, -0.17012, 1.6666, 1.4475, 1.0431, 0.66358, 0.97939, 9.2439, 8.2539, 0.94556, 6.9272, 0.017916, 8.5834, 1.8964, 0.0066315, 0.77578, 0.022451, 0.050325, 0.0014422, 0.033543, 0.076589, 9.0865, 7.0085, 0.013001, 7.0745, 3.5416e-05, 8.7404, 0.4318, 1.0015e-05, 0.082675
71, 3.5, 0.38431, 0.09646, 0.15341, 1.4286, 0.54397, 0.67729, 0.97979, 0.99655, 0.25927, 0.72485, 6.1799, 0.76248, 0.33385, 3.1823, 0.00824, 7.7123, 0.45838, 0.00131, 0.20912, 1.3958, 1.0172, 0.98195, 0.37735, 0.54308, 3.7105, 3.452, 0.69652, 2.7016, 0.0046548, 4.5526, 0.66298, 0.0022211, 0.2368, 1.3957, 0.89459, 0.96928, 0.37732, 0.54298, 3.71, 3.4513, 0.6964, 1.696, 0.0023894, 4.0995, 0.49219, 0.00072179, 0.14762, 1.3958, 1.1399, 0.99463, 0.37737, 0.54319, 3.711, 3.4527, 0.69665, 3.7071, 0.0069202, 5.0058, 0.83377, 0.0037205, 0.32599, 9.718e-10, 0.0055608, 5.9401e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.37372, 1.8969e-06, 0.075899, 0.010781, 8.309e-07, 0.0029399, 1.2134, 0.7424, 0.93382, 0.076097, 0.23524, -0.36375, -0.90184, 0.45211, 0.21457, -0.0039221, 0.98384, -0.65871, -0.0015759, 0.051107, 1.5781, 1.2921, 1.0301, 0.6786, 0.85093, 7.7847, 7.8059, 0.94094, 5.1885, 0.013232, 8.1215, 1.9847, 0.0060182, 0.4225, 0.012292, 0.027921, 0.00085623, 0.033543, 0.035027, 6.1354, 7.0064, 0.02208, 2.2861, 2.719e-05, 4.7075, 0.64566, 5.329e-06, 0.012745
72, 4, 0.17869, 0.02857, 0.5, 2.6667, 0.74816, 0.92232, 1.009, 0.9672, 0.47621, 0.23778, 3.072, 4.0202, 0.65101, 1.5832, 0.00829, 9.2027, 1.113, 0.00565, 0.76021, 1.3139, 0.8938, 0.99409, 0.55017, 0.48241, 3.2668, 4.56, 0.59782, 2.9354, 0.0044724, 5.1537, 0.85315, 0.0080974, 0.70607, 1.3139, 0.43657, 0.97478, 0.55015, 0.4823, 3.2663, 4.5593, 0.5977, 0.97586, -0.00050538, 4.5439, 0.65064, 0.0038319, 0.5605, 1.314, 1.351, 1.0134, 0.5502, 0.48251, 3.2673, 4.5606, 0.59794, 4.8949, 0.0094501, 5.7634, 1.0557, 0.012363, 0.85163, 9.718e-10, 0.077272, 0.00013791, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.4192, 9.1583e-06, 0.13741, 0.015158, 6.7249e-06, 0.0078316, 0.5705, 0.4138, 0.94028, 0.24892, 0.22567, -0.80172, 0.3174, 0.2386, 0.13056, -0.006466, 1.1902, -0.083509, 0.0029094, 0.55888, 2.0574, 1.3738, 1.0479, 0.85142, 0.73914, 7.3353, 8.8025, 0.95704, 5.7402, 0.015411, 9.1171, 1.7898, 0.013285, 0.85325, 0.20428, 0.085162, 0.0010703, 0.033543, 0.024363, 6.1181, 6.6528, 0.047694, 2.9077, 4.4223e-05, 5.8063, 0.32427, 9.9483e-06, 0.0080073
73, 4, 0.23335, 0.05971, 0.73864, 0.95, 0.41217, 0.71316, 0.18287, 0.92037, 0.45548, 0.36606, 2.0234, 9.375, 0.82914, 1.4744, 0.01196, 6.4586, 0.01994, 0.0033, 0.27821, 1.1577, 0.40479, 0.97741, 0.66044, 0.47585, 3.92, 4.9966, 0.58517, 1.7373, 0.011775, 5.0915, 0.68681, 0.010602, 0.88597, 1.1577, 0.051686, 0.9576, 0.66041, 0.47574, 3.9195, 4.9959, 0.58504, -0.13053, 0.0066577, 4.4626, 0.48779, 0.0062098, 0.73993, 1.1578, 0.7579, 0.99722, 0.66046, 0.47595, 3.9205, 4.9973, 0.58529, 3.6052, 0.016893, 5.7205, 0.88584, 0.014994, 1.032, 9.718e-10, 0.046085, 0.00014504, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2895, 9.6803e-06, 0.14621, 0.014641, 7.1296e-06, 0.007883, 0.7478, 0.0055009, 0.92056, 0.35919, 0.19443, -0.062674, 0.85789, 0.20136, -1.0842, 0.0035844, 1.7677, -0.22487, 0.0053188, 0.56175, 1.5677, 0.80409, 1.0343, 0.96169, 0.75726, 7.9027, 9.1353, 0.96898, 4.5588, 0.019966, 8.4153, 1.5985, 0.015885, 1.2102, 0.062113, 0.058929, 0.0011945, 0.033543, 0.029271, 5.8627, 6.331, 0.054447, 2.9425, 2.4798e-05, 4.0834, 0.30721, 1.0316e-05, 0.038853
74, 6.264, 0.26776, 0.01751, 0.19381, 5.3509, 0.48876, 1.5654, 0.16936, 1.0206, 0.30163, 0.91147, 5.2191, 4.4745, 0.82607, 2.4321, 0.02047, 8.822, 0.03957, 0.00627, 0.19163, 1.6633, 0.97458, 1.0016, 0.32777, 0.58796, 3.1312, 4.5505, 0.69188, 3.4086, 0.015608, 6.7597, 0.70266, 0.0090969, 0.46845, 1.6632, 0.457, 0.98117, 0.32775, 0.58786, 3.1308, 4.5498, 0.69176, 1.4451, 0.0036556, 6.1174, 0.49422, 0.0031028, 0.31936, 1.6633, 1.4922, 1.022, 0.3278, 0.58807, 3.1317, 4.5512, 0.69201, 5.3721, 0.027561, 7.4019, 0.9111, 0.015091, 0.61753, 9.718e-10, 0.099014, 0.00015378, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.425, 5.2804e-05, 0.15246, 0.016059, 1.328e-05, 0.0082151, 1.1122, 0.42592, 0.9486, 0.026522, 0.30593, -0.85379, 0.49552, 0.35902, 0.50543, 0.00043405, 4.0474, -0.23594, 0.0017609, 0.28096, 2.2144, 1.5232, 1.0545, 0.62902, 0.87, 7.1163, 8.6055, 1.0248, 6.3117, 0.030782, 9.4719, 1.6413, 0.016433, 0.65593, 0.11226, 0.11126, 0.0010368, 0.033543, 0.0294, 5.8696, 6.0775, 0.040953, 3.1152, 8.5105e-05, 2.719, 0.32562, 1.9891e-05, 0.012992
75, 3.6004, 0, 0, 0, 1.25, 0, 0.862, 0.97919, 1.0008, 0.37381, 0.69425, 9.1552, 5.4626, 0.54162, 2.6006, 0.00044, 7.3309, 0.77673, 0.00014, 0.14005, 1.2771, 0.86245, 0.99054, 0.44319, 0.55894, 5.7087, 7.8677, 0.6314, 2.6121, 0.0026477, 3.325, 0.76855, 0.0019473, 0.2137, 1.2771, 0.63067, 0.97364, 0.44316, 0.55884, 5.7082, 7.867, 0.63127, 0.64992, -0.0041376, 2.7245, 0.57485, -0.001653, 0.071993, 1.2772, 1.0942, 1.0074, 0.44322, 0.55904, 5.7091, 7.8684, 0.63152, 4.5744, 0.0094329, 3.9255, 0.96224, 0.0055475, 0.35541, 9.718e-10, 0.019855, 0.00010547, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.4231, 1.7017e-05, 0.13329, 0.013867, 4.7907e-06, 0.0074222, 0.69643, 0.56367, 0.93038, 0.14194, 0.27683, 1.7121, 4.3176, 0.4453, -0.31848, -0.0089318, -1.5731, -0.16039, -0.0030495, -0.19441, 1.8579, 1.1612, 1.0507, 0.74444, 0.84105, 9.7052, 11.418, 0.81749, 5.5428, 0.014227, 8.2231, 1.6975, 0.006944, 0.62181, 0.12464, 0.032994, 0.0013373, 0.033543, 0.029416, 5.9035, 4.6583, 0.012801, 3.1744, 4.9559e-05, 8.8673, 0.31894, 9.2283e-06, 0.06156
76, 4.7, 0.39202, 0.17869, 0.4617, 1.3333, 0.30439, 0.8467, 0.98605, 0.95153, 0.79457, 0.65778, 1.9986, 1.0636, 0.87698, 2.4907, 0.00863, 6.8625, 1.1868, 0.00196, 0.79933, 1.4123, 0.98384, 0.98556, 0.51505, 0.48714, 3.3209, 2.0201, 0.76593, 2.5272, -0.0004402, 4.7624, 0.94098, 0.0022836, 0.77748, 1.4123, 0.70809, 0.96831, 0.51503, 0.48704, 3.3204, 2.0195, 0.76581, 0.66253, -0.0056854, 4.2048, 0.74918, -0.0012142, 0.64152, 1.4124, 1.2596, 1.0028, 0.51508, 0.48724, 3.3214, 2.0208, 0.76605, 4.3918, 0.004805, 5.3201, 1.1328, 0.0057813, 0.91345, 9.718e-10, 0.028104, 0.00010996, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2851, 1.0169e-05, 0.11493, 0.013597, 4.5219e-06, 0.0068328, 1.2339, 0.65289, 0.92999, 0.21381, 0.255, -0.33502, -2.3676, 0.29157, -0.69662, -0.010618, 1.3211, 0.10021, -0.0019779, 0.41595, 1.5907, 1.3148, 1.0411, 0.8163, 0.71928, 6.9768, 6.4079, 1.2403, 5.7509, 0.009738, 8.2038, 1.7818, 0.006545, 1.139, 0.011766, 0.040483, 0.0011413, 0.033543, 0.019918, 4.9401, 7.1158, 0.08317, 3.8413, 3.829e-05, 4.3773, 0.26128, 6.7121e-06, 0.04831
77, 2.5, 0.13114, 0.11054, 0.42293, 0.97222, 0.48267, 1.0813, 0.95174, 1.0205, 0.33711, 0.11232, 0.95133, 3.5303, 0.49361, 1.7546, 0.00883, 1.3231, 0.32511, 0.00515, 0.66842, 1.2238, 0.86505, 0.9959, 0.59587, 0.42643, 4.078, 4.4003, 0.68129, 3.0623, 0.0040155, 3.188, 0.88221, 0.0030387, 0.7346, 1.2238, 0.67217, 0.98098, 0.59585, 0.42633, 4.0776, 4.3996, 0.68116, 1.6138, 0.00064522, 2.6964, 0.69776, 4.0016e-05, 0.61986, 1.2239, 1.0579, 1.0108, 0.5959, 0.42653, 4.0785, 4.401, 0.68141, 4.5109, 0.0073857, 3.6796, 1.0667, 0.0060374, 0.84933, 9.718e-10, 0.01375, 8.2306e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.77555, 4.1982e-06, 0.089334, 0.012575, 3.3236e-06, 0.0048656, 0.49156, 0.59992, 0.94668, 0.29462, 0.14085, 0.10051, 1.4084, 0.33062, 0.49783, -0.0086176, 0.10145, -0.023597, -0.0064899, 0.31165, 1.9561, 1.1302, 1.0451, 0.89712, 0.71201, 8.0556, 7.3922, 1.0319, 5.6268, 0.016649, 6.2745, 1.788, 0.012567, 1.1575, 0.19819, 0.025981, 0.00089564, 0.033543, 0.030144, 5.8475, 3.3086, 0.045449, 2.4308, 5.8988e-05, 3.5212, 0.30326, 3.3559e-05, 0.066117
78, 5.4951, 0.18313, 0.04428, 0.26576, 2.2281, 0.41515, 1.2883, 1.0399, 1.0065, 0.34952, 0.19317, 1.1717, 4.0211, 0.80118, 2.2675, 0.00161, 4.085, 0.93481, 0.00178, 0.44806, 1.4126, 1.085, 0.98701, 0.47269, 0.54408, 3.6423, 4.2669, 0.64464, 2.4386, 0.004923, 3.6428, 0.78476, 0.0023526, 0.57064, 1.4126, 0.73359, 0.97128, 0.47266, 0.54397, 3.6418, 4.2662, 0.64452, 0.67945, 0.0011183, 3.234, 0.583, -0.00084448, 0.42521, 1.4127, 1.4365, 1.0027, 0.47271, 0.54418, 3.6428, 4.2676, 0.64477, 4.1978, 0.0087276, 4.0516, 0.98652, 0.0055497, 0.71608, 9.718e-10, 0.045651, 9.1438e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.1438, 5.3502e-06, 0.061759, 0.015046, 3.7779e-06, 0.0078181, 0.48337, 0.69975, 0.94816, 0.17144, 0.26175, -0.33383, -0.20297, 0.090209, -0.31653, -0.0045516, 2.1966, -0.016166, -0.0024662, 0.33854, 2.3419, 1.4703, 1.0259, 0.77394, 0.82641, 7.6185, 8.7368, 1.1991, 5.1937, 0.014397, 5.089, 1.5857, 0.0071715, 0.80274, 0.31918, 0.054868, 0.0005579, 0.033543, 0.029462, 5.8435, 7.3848, 0.11362, 2.8056, 3.3179e-05, 0.77309, 0.2371, 8.5828e-06, 0.019911
