Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
18, 2, 0.44862, 0.03727, 0, 1.1111, 1.1928, 1.8312, 0.20941, 0.98211, 0.37834, 0.26647, 7.2509, 4.5704, 0.86662, 6.6792, 0.00091, 2.2793, 0.65153, 0.008, 0.28743, 1.4086, 0.17676, 0.99581, 0.44228, 0.4425, 5.766, 4.9297, 0.77848, 3.7991, 0.0076779, 3.5803, 0.75045, 0.015284, 0.1447, 1.4085, -0.14462, 0.97537, 0.35038, 0.44236, 5.7653, 4.9288, 0.77847, 3.0624, -2.753e-05, 3.58, 0.75033, 0.011891, -0.00031334, 1.4086, 0.49814, 1.0163, 0.53418, 0.44264, 5.7668, 4.9306, 0.7785, 4.5358, 0.015383, 3.5805, 0.75056, 0.018677, 0.28971, 7.3965e-10, 0.038175, 0.00015455, 0.0031215, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.20059, 2.1945e-05, 2.4841e-08, 4.7957e-09, 4.2558e-06, 0.0077724, 0.86836, -0.15393, 0.9313, 0.21493, 0.095882, 2.2115, 1.202, 0.5226, 0.86917, -0.0020958, 0.019824, -0.0062301, 0.0052887, -0.04651, 1.9488, 0.50745, 1.0603, 0.66963, 0.78912, 9.3206, 8.6575, 1.0344, 6.729, 0.017452, 7.1408, 1.5071, 0.025279, 0.33591, 0.10787, 0.040419, 0.0015386, 0.019105, 0.044406, 4.67, 5.1361, 0.0242, 3.1729, 3.5307e-05, 4.6855, 0.21162, 3.6926e-05, 0.013513
19, 1.6364, 0.34942, 0.02475, 0.08578, 2.0833, 1.4563, 1.8873, 0.27269, 0.9599, 0.23961, 0.18451, 5.8894, 4.2409, 0.76536, 4.0398, 0.00144, 1.38, 1.6994, 0.00581, 0.34375, 1.4335, 0.6483, 1.0215, 0.45223, 0.35694, 5.9486, 4.5048, 0.74764, 3.032, -0.0010045, 3.0021, 0.70817, 0.014637, 0.098994, 1.4335, 0.26741, 1.0033, 0.37094, 0.3568, 5.9479, 4.5039, 0.74762, 2.4506, -0.0095223, 3.0018, 0.70805, 0.011466, -0.11694, 1.4336, 1.0292, 1.0396, 0.53352, 0.35708, 5.9494, 4.5057, 0.74766, 3.6134, 0.0075133, 3.0023, 0.70828, 0.017808, 0.31493, 7.3965e-10, 0.053622, 0.0001216, 0.0024424, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.12495, 2.6816e-05, 2.4841e-08, 4.7957e-09, 3.7156e-06, 0.017234, 0.8933, 0.26143, 0.95764, 0.20681, 0.010327, 2.3941, 0.77707, 0.49176, 1.4759, -0.011431, -0.5584, -0.048507, 0.0047149, -0.15033, 1.9738, 1.0352, 1.0853, 0.69765, 0.70356, 9.5032, 8.2325, 1.0035, 4.5881, 0.0094216, 6.5625, 1.4648, 0.024559, 0.34831, 0.10787, 0.055319, 0.0015056, 0.022262, 0.044406, 4.67, 5.1361, 0.0242, 0.89501, 4.0178e-05, 4.6855, 0.21162, 3.6387e-05, 0.022975
20, 2, 0.20729, 0.00409, 0.00216, 3.4558, 1.0469, 1.2142, 0.64831, 1.0446, 0.4301, 0.34459, 9.2224, 6.5224, 0.65688, 4.9204, 0.00029, 4.2142, 0.21736, 0.00725, 0.17605, 1.4635, 0.41932, 1.001, 0.37833, 0.33976, 6.0193, 4.1631, 0.73196, 2.9111, 0.0030969, 3.4028, 0.62808, 0.006814, 0.23617, 1.4634, -0.22025, 0.97693, 0.25898, 0.33963, 6.0185, 4.1622, 0.73194, 1.9482, -0.0095536, 3.4026, 0.62796, 0.00026892, -0.021838, 1.4635, 1.0589, 1.0251, 0.49768, 0.3399, 6.0201, 4.164, 0.73197, 3.874, 0.015747, 3.4031, 0.62819, 0.013359, 0.49417, 7.3965e-10, 0.15119, 0.00021458, 0.0052651, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.34269, 5.9151e-05, 2.4841e-08, 4.7957e-09, 1.5833e-05, 0.024604, 0.92326, -0.22457, 0.93526, 0.12359, -0.0068521, 2.4647, 0.43532, 0.47608, 0.33228, -0.01091, -0.15764, -0.1286, -0.0046416, -0.050362, 2.0037, 1.0632, 1.0668, 0.63307, 0.68638, 9.5739, 7.8908, 0.98784, 5.4899, 0.017104, 6.9633, 1.3848, 0.01827, 0.52269, 0.10787, 0.15324, 0.0015986, 0.023984, 0.044406, 4.67, 5.1361, 0.0242, 2.458, 7.2513e-05, 4.6855, 0.21162, 4.8504e-05, 0.030345
21, 1.5, 0.21758, 0.10811, 0.17014, 1.0606, 0.64754, 1.7099, 0.95412, 0.96495, 0.3922, 0.68476, 4.1927, 7.696, 0.70974, 5.4163, 0.00014, 0.37079, 1.2042, 0.00191, 0.77128, 1.4041, 0.25859, 1.0019, 0.4559, 0.47207, 5.9859, 4.3479, 0.66871, 3.415, 0.012157, 3.7116, 0.65148, 0.006518, 0.2454, 1.4041, -0.31005, 0.9783, 0.34243, 0.47194, 5.9852, 4.347, 0.6687, 2.3989, 0.00073773, 3.7113, 0.65137, 0.0026229, -0.057791, 1.4041, 0.82723, 1.0256, 0.56937, 0.47221, 5.9867, 4.3488, 0.66873, 4.4311, 0.023575, 3.7118, 0.65159, 0.010413, 0.54859, 7.3965e-10, 0.11951, 0.00020637, 0.0047589, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.3816, 4.8194e-05, 2.4841e-08, 4.7957e-09, 5.6075e-06, 0.033976, 0.86387, -0.31489, 0.93633, 0.2297, 0.12546, 2.4314, 0.62014, 0.41283, 0.53787, -0.00074849, 0.15109, -0.1052, -0.0036588, -0.082407, 1.9443, 0.83207, 1.0675, 0.6821, 0.81869, 9.5405, 8.0756, 0.92459, 6.2921, 0.025062, 7.272, 1.4082, 0.016695, 0.5732, 0.10787, 0.12156, 0.0015904, 0.018911, 0.044406, 4.67, 5.1361, 0.0242, 3.0596, 6.1555e-05, 4.6855, 0.21162, 3.8279e-05, 0.039717
22, 2.5783, 0.18065, 0.0091, 0, 6.3482, 0.79631, 1.9799, 0.22603, 1.0379, 0.25585, 0.23232, 1.1499, 4.8107, 0.87917, 1.0277, 0.00363, 6.5938, 0.76731, 0.00146, 0.1779, 1.3161, 0.81775, 0.99267, 0.34491, 0.36753, 4.7949, 3.0856, 0.7632, 3.9738, 0.0043048, 4.0217, 0.58377, 0.0077833, 0.26143, 1.3161, 0.1584, 0.96827, 0.22368, 0.36739, 4.7941, 3.0847, 0.76318, 2.9588, -0.0086395, 4.0214, 0.58366, 0.00058683, -0.029749, 1.3162, 1.4771, 1.0171, 0.46614, 0.36767, 4.7957, 3.0865, 0.76321, 4.9888, 0.017249, 4.0219, 0.58389, 0.01498, 0.5526, 7.3965e-10, 0.16069, 0.00022005, 0.0054319, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.38076, 6.1931e-05, 2.4841e-08, 4.7957e-09, 1.9142e-05, 0.031337, 0.77593, 0.1542, 0.9268, 0.085465, 0.020913, 1.2321, -0.64176, 0.50731, 1.3694, -0.0099678, 0.461, -0.17291, -0.0038574, -0.055299, 1.8564, 1.4813, 1.0586, 0.60436, 0.71415, 8.3577, 6.813, 1.0191, 6.5782, 0.018577, 7.5824, 1.3405, 0.019424, 0.57815, 0.10786, 0.16274, 0.001604, 0.024879, 0.044406, 4.6917, 5.1351, 0.024202, 2.5071, 7.5293e-05, 4.6861, 0.21163, 5.0085e-05, 0.037078
23, 2, 0.14601, 0.0389, 0.09624, 1.3281, 0.74146, 1.5193, 0.9508, 0.99072, 0.51368, 0.76303, 6.6095, 2.6106, 0.61627, 3.4323, 0.00468, 4.2575, 0.78291, 0.00107, 0.14699, 1.5477, 0.72009, 0.99097, 0.52825, 0.40187, 6.2375, 4.7406, 0.66282, 3.0344, 0.0034498, 3.587, 0.69627, 0.0053608, 0.25142, 1.5477, 0.30508, 0.9691, 0.43053, 0.40173, 6.2367, 4.7397, 0.6628, 2.0747, -0.0053153, 3.5867, 0.69615, 0.00094674, 0.025762, 1.5478, 1.1351, 1.0128, 0.62597, 0.40201, 6.2382, 4.7415, 0.66284, 3.9941, 0.012215, 3.5873, 0.69638, 0.0097748, 0.47708, 7.3965e-10, 0.06366, 0.00017675, 0.0035296, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.3404, 2.8396e-05, 2.4841e-08, 4.7957e-09, 7.2014e-06, 0.018821, 1.0075, 0.29845, 0.92599, 0.30689, 0.055257, 2.6829, 1.0129, 0.40694, 0.4476, -0.0071793, 0.026533, -0.06041, -0.0050256, -0.0063666, 2.088, 1.1417, 1.056, 0.74962, 0.74849, 9.792, 8.4684, 0.9187, 5.6212, 0.014079, 7.1475, 1.4529, 0.015747, 0.50921, 0.10787, 0.065711, 0.0015608, 0.018112, 0.044406, 4.67, 5.1361, 0.0242, 2.4733, 4.1758e-05, 4.6855, 0.21162, 3.9872e-05, 0.024562
24, 1.5, 0.29754, 0.13339, 0.61628, 1.9444, 0.75874, 1.0152, 1.0338, 0.99492, 0.54706, 0.55657, 5.819, 1.8726, 0.71053, 3.7996, 0.00062, 4.6369, 0.58162, 0.00187, 0.3026, 1.1668, 1.0594, 1.0214, 0.6025, 0.4046, 4.6003, 3.1833, 0.69279, 3.1057, -0.0011761, 3.7675, 0.85028, 0.0046875, 0.59704, 1.1668, 0.38297, 0.99721, 0.48032, 0.40446, 4.5996, 3.1824, 0.69277, 1.8659, -0.014395, 3.7673, 0.85016, 2.559e-05, 0.23916, 1.1668, 1.7359, 1.0455, 0.72467, 0.40474, 4.6011, 3.1842, 0.6928, 4.3455, 0.012043, 3.7678, 0.85039, 0.0093495, 0.95492, 7.3965e-10, 0.16914, 0.00021546, 0.0055171, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.56811, 6.4589e-05, 2.4841e-08, 4.7957e-09, 8.0331e-06, 0.047339, 0.62658, 0.37839, 0.95557, 0.28348, 0.057983, 1.0458, -0.54446, 0.43691, 0.093715, -0.015698, 0.20707, 0.093601, -0.0058066, 0.21808, 1.707, 1.7405, 1.0871, 0.92152, 0.75122, 8.1549, 6.911, 0.94866, 6.1177, 0.013346, 7.328, 1.607, 0.015182, 0.976, 0.10787, 0.17144, 0.0015995, 0.037617, 0.044406, 4.67, 5.1361, 0.0242, 3.3531, 7.795e-05, 4.6855, 0.21162, 4.0705e-05, 0.05308
25, 2.5, 0.40676, 0.02239, 0.09999, 1.6667, 1.2244, 1.8371, 0.2224, 1.0545, 0.48619, 0.27605, 1.9414, 1.3794, 0.93211, 4.7134, 0.00196, 4.098, 1.8896, 0.02355, 0.10698, 1.4293, 0.3072, 0.991, 0.46357, 0.43651, 5.0531, 4.7953, 0.75857, 2.8614, 0.019585, 3.6722, 0.84301, 0.015554, 0.35321, 1.4293, -0.073682, 0.97299, 0.38291, 0.43638, 5.0523, 4.7944, 0.75855, 2.2866, 0.011273, 3.6719, 0.84289, 0.012711, 0.16676, 1.4294, 0.68808, 1.009, 0.54422, 0.43665, 5.0539, 4.7962, 0.75858, 3.4363, 0.027897, 3.6725, 0.84312, 0.018397, 0.53966, 7.3965e-10, 0.05362, 0.00011989, 0.0024046, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.12215, 2.5539e-05, 2.4841e-08, 4.7957e-09, 2.9875e-06, 0.012849, 0.88913, -0.080559, 0.92721, 0.20478, 0.089898, 1.4974, 1.0675, 0.50269, 1.1153, 0.009326, 0.11154, 0.086296, 0.0058296, 0.12895, 1.9695, 0.69496, 1.0548, 0.72236, 0.78313, 8.6088, 8.5231, 1.0144, 4.6075, 0.029844, 7.2329, 1.5997, 0.025279, 0.57748, 0.10786, 0.055574, 0.0015038, 0.024754, 0.044406, 4.6731, 5.1363, 0.024201, 1.1269, 3.89e-05, 4.6861, 0.21164, 3.4955e-05, 0.01859
26, 1.0909, 0.64994, 0.04962, 0.11868, 1.3889, 2.4988, 1.3126, 0.10005, 1.0913, 0.2159, 0.19199, 3.3992, 1.7664, 0.56649, 4.4845, 0.00265, 3.3829, 0.01177, 0.01195, 0.20357, 1.3353, 0.34682, 1.0345, 0.40152, 0.39691, 5.3443, 4.7648, 0.81358, 4.3171, 0.0036306, 2.1422, 0.77985, 0.010827, 0.44139, 1.3353, -0.30583, 1.0105, 0.28484, 0.39677, 5.3435, 4.7639, 0.81357, 3.077, -0.0092155, 2.1419, 0.77974, 0.0044451, 0.098757, 1.3354, 0.99947, 1.0585, 0.51819, 0.39705, 5.345, 4.7657, 0.8136, 5.5573, 0.016477, 2.1425, 0.77997, 0.017209, 0.78403, 7.3965e-10, 0.15744, 0.00021254, 0.0050312, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.56847, 6.0994e-05, 2.4841e-08, 4.7957e-09, 1.5054e-05, 0.043392, 0.79509, -0.31007, 0.96876, 0.19527, 0.050295, 1.7897, 1.0371, 0.5577, 1.6126, -0.010553, -1.4183, 0.023178, -0.00053629, 0.076795, 1.8755, 1.0037, 1.1002, 0.60776, 0.74353, 8.8988, 8.4925, 1.0695, 7.0217, 0.017814, 5.7027, 1.5365, 0.02219, 0.80599, 0.10787, 0.15949, 0.0015966, 0.015722, 0.044406, 4.67, 5.1361, 0.0242, 2.7036, 7.4355e-05, 4.6855, 0.21162, 4.7725e-05, 0.049133
27, 1.6364, 0.78019, 0.05527, 0.38305, 2.0833, 1.5198, 0.92834, 1.5531, 1.0948, 0.88449, 0.72444, 4.4593, 8.0412, 0.98315, 3.3365, 5e-05, 0.82753, 1.1043, 0.00267, 0.34392, 0.9856, 0.60052, 1.0292, 0.55406, 0.3395, 4.5381, 3.5638, 0.92825, 4.7781, 0.0043992, 3.6552, 0.94611, 0.012838, 0.51105, 0.98555, -0.079932, 1.0045, 0.43073, 0.33936, 4.5374, 3.5629, 0.92824, 3.4631, -0.0088855, 3.6549, 0.946, 0.0056979, 0.15088, 0.98564, 1.281, 1.0539, 0.67739, 0.33964, 4.5389, 3.5647, 0.92827, 6.0931, 0.017684, 3.6554, 0.94623, 0.019977, 0.87122, 7.3965e-10, 0.17114, 0.00022539, 0.0056223, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.63915, 6.523e-05, 2.4841e-08, 4.7957e-09, 1.8841e-05, 0.047946, 0.44537, -0.083997, 0.96325, 0.32172, -0.007115, 0.98359, -0.16391, 0.67237, 2.0401, -0.010183, 0.094705, 0.18944, 0.0010321, 0.12993, 1.5258, 1.285, 1.0952, 0.7864, 0.68612, 8.0927, 7.2916, 1.1841, 7.5161, 0.018981, 7.2156, 1.7028, 0.024643, 0.89217, 0.10787, 0.17319, 0.0016094, 0.019952, 0.044406, 4.67, 5.1361, 0.0242, 2.7708, 7.8592e-05, 4.6855, 0.21162, 5.1512e-05, 0.053687
28, 1, 0.2976, 0.13657, 0.12377, 0.86142, 0.7645, 1.5641, 0.1683, 0.9967, 0.32211, 0.4212, 3.8581, 5.223, 0.54357, 5.6607, 0.00803, 1.5379, 0.69383, 0.00236, 0.26113, 1.3344, 0.68597, 1.0084, 0.36198, 0.49585, 6.2237, 4.2747, 0.69394, 3.5267, 0.00030201, 3.5584, 0.58046, 0.010131, 0.24499, 1.3344, 0.086298, 0.98501, 0.25025, 0.49571, 6.2229, 4.2738, 0.69393, 2.455, -0.011604, 3.5581, 0.58034, 0.0057509, -0.06845, 1.3345, 1.2856, 1.0318, 0.47371, 0.49599, 6.2245, 4.2756, 0.69396, 4.5984, 0.012208, 3.5586, 0.58057, 0.014511, 0.55842, 7.3965e-10, 0.13292, 0.00020223, 0.0046141, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.42452, 5.2391e-05, 2.4841e-08, 4.7957e-09, 7.0907e-06, 0.036312, 0.79418, 0.081885, 0.94289, 0.12472, 0.14923, 2.6691, 0.54694, 0.43806, 0.68192, -0.013036, -0.0021094, -0.17622, -0.0002411, -0.092318, 1.8746, 1.2901, 1.0739, 0.59925, 0.84246, 9.7782, 8.0024, 0.94982, 6.3715, 0.01364, 7.1188, 1.3371, 0.020503, 0.58229, 0.10787, 0.13488, 0.0015862, 0.020807, 0.044406, 4.67, 5.1361, 0.0242, 2.9912, 6.5753e-05, 4.6855, 0.21162, 3.9762e-05, 0.042053
29, 1.4984, 0.37675, 0.01222, 0.10354, 5.8333, 2.2134, 1.0072, 1.001, 1.0229, 0.30745, 0.65728, 6.1298, 4.7222, 0.6116, 3.1394, 0.00492, 0.74499, 0.44515, 0.00517, 0.12009, 1.3074, 0.89503, 1.0452, 0.34858, 0.30266, 4.8259, 3.2811, 0.78656, 4.0065, -0.00094239, 2.3294, 0.61934, 0.0097244, 0.22037, 1.3074, 0.21577, 1.0212, 0.22987, 0.30252, 4.8251, 3.2802, 0.78655, 3.3048, -0.014211, 2.3291, 0.61923, 0.0034038, -0.1027, 1.3075, 1.5743, 1.0692, 0.4673, 0.3028, 4.8267, 3.282, 0.78658, 4.7083, 0.012327, 2.3296, 0.61946, 0.016045, 0.54344, 7.3965e-10, 0.17054, 0.00021299, 0.0052093, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.18204, 6.5077e-05, 2.4841e-08, 4.7957e-09, 1.4766e-05, 0.038578, 0.7672, 0.21211, 0.97948, 0.088641, -0.043961, 1.2714, -0.44663, 0.53069, 2.2974, -0.01551, -1.2311, -0.13733, -0.0016045, -0.12591, 1.8477, 1.578, 1.1109, 0.60853, 0.64927, 8.3805, 7.0088, 1.0424, 5.7157, 0.013625, 5.8899, 1.376, 0.021053, 0.56664, 0.10787, 0.17238, 0.001597, 0.024975, 0.044406, 4.67, 5.1361, 0.0242, 1.0797, 7.8438e-05, 4.6855, 0.21162, 4.7437e-05, 0.044319
30, 3, 0.26227, 0.1191, 0.70123, 1.3333, 0.44375, 1.6121, 1.0235, 1.0206, 0.85735, 0.47309, 1.6103, 1.0105, 0.83311, 3.6335, 1e-05, 8.263, 1.1866, 0.00447, 0.83815, 1.2675, 1.0376, 0.98934, 0.72346, 0.51169, 3.1463, 3.7353, 0.64847, 2.1241, 0.0025738, 4.5993, 1.0861, 0.0044414, 0.67958, 1.2674, 0.36182, 0.96523, 0.60317, 0.51155, 3.1456, 3.7344, 0.64845, 0.92946, -0.010634, 4.599, 1.086, -0.00023333, 0.32202, 1.2675, 1.7134, 1.0134, 0.84375, 0.51183, 3.1471, 3.7362, 0.64849, 3.3187, 0.015782, 4.5996, 1.0862, 0.0091161, 1.0371, 7.3965e-10, 0.1688, 0.00021485, 0.0053482, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.52748, 6.448e-05, 2.4841e-08, 4.7957e-09, 8.0772e-06, 0.047253, 0.77941, 0.3559, 0.92113, 0.19372, 0.16507, 2.0035, 0.994, 0.31347, -1.6571, -0.011938, -0.852, 0.39394, -0.005592, 0.29892, 1.7555, 1.7193, 1.0576, 1.2532, 0.85831, 4.2892, 6.4765, 0.98347, 5.9052, 0.017086, 10.051, 1.7782, 0.014475, 1.0602, 0.088042, 0.17177, 0.0017197, 0.10372, 0.044406, 0.48275, 2.7775, 0.04148, 5.2844, 7.7842e-05, 10.984, 0.17706, 3.7208e-05, 0.053558
31, 2.8721, 0.36329, 0.0662, 0.11496, 1.6931, 0.76282, 1.5774, 0.98418, 0.98677, 0.31637, 0.68064, 7.9669, 6, 0.9769, 4.0343, 0.00805, 8.7798, 0.50598, 0.00519, 0.2374, 1.3932, 0.5708, 0.97144, 0.49379, 0.54472, 4.4283, 4.6531, 0.72833, 2.7833, 0.013955, 4.3386, 0.84028, 0.014176, 0.28012, 1.3931, 0.033987, 0.94964, 0.39843, 0.54459, 4.4276, 4.6522, 0.72831, 2.0761, 0.0030482, 4.3383, 0.84017, 0.010628, 0.009231, 1.3932, 1.1076, 0.99324, 0.58915, 0.54486, 4.4291, 4.654, 0.72834, 3.4906, 0.024863, 4.3389, 0.8404, 0.017723, 0.55101, 7.3965e-10, 0.10651, 0.00017559, 0.003361, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.18489, 4.3971e-05, 2.4841e-08, 4.7957e-09, 4.6521e-06, 0.027122, 0.98636, 0.030996, 0.91528, 0.35303, 0.19811, -3.3547, 1.6415, 0.39833, -0.088616, 0.0015008, -1.091, -0.073302, 0.0059775, -0.013308, 1.7999, 1.1106, 1.0276, 0.63454, 0.89134, 12.211, 7.6647, 1.0583, 5.6552, 0.02641, 9.7682, 1.7539, 0.022374, 0.57355, 0.061163, 0.1077, 0.0011659, 0.0073228, 0.044406, 22.389, 3.3523, 0.040251, 3.0485, 5.7333e-05, 10.896, 0.30849, 2.4841e-05, 0.031823
32, 2.8721, 0.36329, 0.0662, 0.11496, 1.6931, 0.76282, 1.9204, 0.95984, 0.95509, 0.35895, 0.61487, 0.68481, 7.6566, 0.48348, 2.2221, 0.01249, 3.0895, 1.6824, 0.01001, 0.21716, 1.3932, 0.5708, 0.97144, 0.49379, 0.54472, 4.4283, 4.6531, 0.72833, 2.7833, 0.013955, 4.3386, 0.84028, 0.014176, 0.28012, 1.3931, 0.033987, 0.94964, 0.39843, 0.54459, 4.4276, 4.6522, 0.72831, 2.0761, 0.0030482, 4.3383, 0.84017, 0.010628, 0.009231, 1.3932, 1.1076, 0.99324, 0.58915, 0.54486, 4.4291, 4.654, 0.72834, 3.4906, 0.024863, 4.3389, 0.8404, 0.017723, 0.55101, 7.3965e-10, 0.10651, 0.00017559, 0.003361, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.18489, 4.3971e-05, 2.4841e-08, 4.7957e-09, 4.6521e-06, 0.027122, 0.98636, 0.030996, 0.91528, 0.35303, 0.19811, -3.3547, 1.6415, 0.39833, -0.088616, 0.0015008, -1.091, -0.073302, 0.0059775, -0.013308, 1.7999, 1.1106, 1.0276, 0.63454, 0.89134, 12.211, 7.6647, 1.0583, 5.6552, 0.02641, 9.7682, 1.7539, 0.022374, 0.57355, 0.061163, 0.1077, 0.0011659, 0.0073228, 0.044406, 22.389, 3.3523, 0.040251, 3.0485, 5.7333e-05, 10.896, 0.30849, 2.4841e-05, 0.031823
33, 3.2222, 0.50973, 0.03901, 0.15123, 5.3474, 1.1649, 1.8896, 1.0256, 1.036, 0.55839, 0.77943, 1.671, 0.88153, 0.8113, 7.6411, 0.0009, 4.254, 1.0672, 0.01446, 0.26918, 1.1492, 0.83768, 0.99549, 0.44343, 0.48882, 2.9545, 3.319, 0.84073, 4.0684, 0.0056722, 4.4073, 0.8495, 0.0090133, 0.39227, 1.1492, 0.19572, 0.97122, 0.32333, 0.48868, 2.9537, 3.3181, 0.84072, 3.0723, -0.0070076, 4.4071, 0.84939, 0.0024817, 0.080698, 1.1493, 1.4796, 1.0198, 0.56352, 0.48896, 2.9552, 3.3199, 0.84075, 5.0645, 0.018352, 4.4076, 0.84962, 0.015545, 0.70384, 7.3965e-10, 0.15232, 0.00021769, 0.005331, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.36674, 5.9424e-05, 2.4841e-08, 4.7957e-09, 1.5769e-05, 0.035881, 0.60605, 0.19066, 0.92953, 0.21869, 0.1422, 0.8067, -0.43079, 0.5865, 1.049, -0.0083609, 0.88961, 0.094262, -0.0090305, 0.056669, 1.6924, 1.4847, 1.0615, 0.66816, 0.83544, 5.1022, 7.0688, 1.095, 7.0878, 0.019705, 7.9251, 1.6047, 0.027057, 0.72787, 0.10904, 0.15473, 0.0016082, 0.018668, 0.044406, 1.705, 5.1971, 0.02389, 3.3696, 7.2786e-05, 4.5738, 0.21082, 0.00012034, 0.041629
34, 2.8721, 0.46489, 0.06092, 0.14711, 2.3545, 0.94929, 1.3625, 1.0471, 0.9895, 0.55935, 0.74681, 2.2394, 0.27529, 0.5896, 5.6076, 0.00936, 5.0832, 0.43872, 0.00805, 0.33704, 1.293, 0.72372, 0.97159, 0.35965, 0.52441, 4.0309, 4.3294, 0.77941, 3.5262, 0.0048364, 4.3194, 0.87009, 0.013927, 0.19897, 1.293, 0.22194, 0.95065, 0.26627, 0.52427, 4.0301, 4.3285, 0.77939, 2.7059, -0.0055049, 4.3192, 0.86998, 0.010024, -0.013783, 1.2931, 1.2255, 0.99254, 0.45303, 0.52455, 4.0316, 4.3303, 0.77942, 4.3465, 0.015178, 4.3197, 0.8702, 0.01783, 0.41173, 7.3965e-10, 0.093061, 0.00016214, 0.0032231, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.24871, 3.9527e-05, 2.4841e-08, 4.7957e-09, 5.6307e-06, 0.01673, 0.64352, 0.21399, 0.90675, 0.22084, 0.17779, -3.8285, -0.57408, 0.57929, -1.0574, -0.0071257, 1.6523, 0.15931, 0.0055447, -0.048681, 1.9425, 1.2334, 1.0364, 0.49846, 0.87103, 11.89, 9.2328, 0.97953, 8.1098, 0.016798, 6.9866, 1.5809, 0.02231, 0.44662, 0.15593, 0.096034, 0.001554, 0.0071218, 0.044406, 22.831, 8.8868, 0.014802, 7.7653, 5.2888e-05, 2.6294, 0.18673, 2.5972e-05, 0.022669
