,id,name,type,testcf,pd,ft,axl,w,d,l,fpc,fyl,fsul,fyt,fsut,dlb,dlb_c,nlb,cc_per,nib_per,cc_par,nib_par,nsl,dtb_rcs,s_rcs,ar,lrr,srr,alr,sdr,smr
160,161,"Bayrak and Sheikh 1996, AS-5HT",Rectangular,Cantilever,P Ram rotation decreases V,0,4261.0,305.0,305.0,1842.0,101.8,454.0,700.0,463.0,648.0,19.5,19.5,8.0,11.5,1.0,11.5,1.0,3.4,16.0,90.0,0.16558089033659065,0.11454008135495897,0.11326601677562968,0.4499498149144478,1.0666666666666667,0.2340691064640894
161,162,"Bayrak and Sheikh 1996, AS-6HT",Rectangular,Cantilever,P Ram rotation decreases V,0,4360.0,305.0,305.0,1842.0,101.9,454.0,700.0,463.0,648.0,19.5,19.5,8.0,11.5,1.0,11.5,1.0,3.4,16.0,76.0,0.16558089033659065,0.11442767695716213,0.13399917949722628,0.459952121726962,1.263157894736842,0.20352260357512664
162,163,"Bayrak and Sheikh 1996, AS-7HT",Rectangular,Cantilever,P Ram rotation decreases V,0,4270.0,305.0,305.0,1842.0,102.0,454.0,700.0,542.0,683.0,19.5,19.5,8.0,14.0,1.0,14.0,1.0,3.4,11.3,94.0,0.16558089033659065,0.11431549296014532,0.06319709380821688,0.45001607200257154,0.721276595744681,0.3775385551998525
163,164,"Bayrak and Sheikh 1996, ES-8HT",Rectangular,Cantilever,P Ram rotation decreases V,0,4468.0,305.0,305.0,1842.0,102.2,454.0,700.0,463.0,648.0,19.5,19.5,8.0,11.5,1.0,11.5,1.0,2.0,16.0,70.0,0.16558089033659065,0.11409178358057556,0.08532809663851725,0.4699618340081759,1.3714285714285714,0.30032281429144453
164,165,"Saatcioglu and Grira 1999, BG-1",Rectangular,Cantilever,P Ram rotation decreases V,0,1782.0,350.0,350.0,1645.0,34.0,455.6,660.0,570.0,680.0,19.5,19.5,8.0,29.0,1.0,29.0,1.0,3.0,9.5,152.0,0.2127659574468085,0.26134716942806124,0.06701046830037577,0.4278511404561825,0.375,0.4796659314744768
165,166,"Saatcioglu and Grira 1999, BG-2",Rectangular,Cantilever,P Ram rotation decreases V,0,1782.0,350.0,350.0,1645.0,34.0,455.6,660.0,570.0,680.0,19.5,19.5,8.0,29.0,1.0,29.0,1.0,3.0,9.5,76.0,0.2127659574468085,0.26134716942806124,0.13402093660075154,0.4278511404561825,0.75,0.28537142027081974
166,167,"Saatcioglu and Grira 1999, BG-3",Rectangular,Cantilever,P Ram rotation decreases V,0,831.0,350.0,350.0,1645.0,34.0,455.6,660.0,570.0,680.0,19.5,19.5,8.0,29.0,1.0,29.0,1.0,3.0,9.5,76.0,0.2127659574468085,0.26134716942806124,0.13402093660075154,0.19951980792316926,0.75,0.22167539384197676
167,168,"Saatcioglu and Grira 1999, BG-4",Rectangular,Cantilever,P Ram rotation decreases V,0,1923.0,350.0,350.0,1645.0,34.0,455.6,660.0,570.0,680.0,19.5,19.5,12.0,29.0,2.0,29.0,2.0,4.0,9.5,152.0,0.2127659574468085,0.3920207541420919,0.08934729106716768,0.4617046818727491,0.375,0.45645736426862976
168,169,"Saatcioglu and Grira 1999, BG-5",Rectangular,Cantilever,P Ram rotation decreases V,0,1923.0,350.0,350.0,1645.0,34.0,455.6,660.0,570.0,680.0,19.5,19.5,12.0,29.0,2.0,29.0,2.0,4.0,9.5,76.0,0.2127659574468085,0.3920207541420919,0.17869458213433537,0.4617046818727491,0.75,0.26331795768033983
169,170,"Saatcioglu and Grira 1999, BG-6",Rectangular,Cantilever,P Ram rotation decreases V,0,1900.0,350.0,350.0,1645.0,34.0,477.8,700.0,570.0,680.0,29.9,29.9,4.0,29.0,0.0,29.0,0.0,4.0,9.5,76.0,0.2127659574468085,0.32219840710854036,0.17869458213433537,0.4561824729891957,0.75,0.24418190299590325
170,171,"Saatcioglu and Grira 1999, BG-7",Rectangular,Cantilever,P Ram rotation decreases V,0,1923.0,350.0,350.0,1645.0,34.0,455.6,660.0,580.0,720.0,19.5,19.5,12.0,29.0,2.0,29.0,2.0,4.0,6.6,76.0,0.2127659574468085,0.3920207541420919,0.08776173161700065,0.4617046818727491,0.5210526315789473,0.46247716126837357
171,172,"Saatcioglu and Grira 1999, BG-8",Rectangular,Cantilever,P Ram rotation decreases V,0,961.0,350.0,350.0,1645.0,34.0,455.6,660.0,580.0,720.0,19.5,19.5,12.0,29.0,2.0,29.0,2.0,4.0,6.6,76.0,0.2127659574468085,0.3920207541420919,0.08776173161700065,0.23073229291716688,0.5210526315789473,0.3996942430777338
172,173,"Saatcioglu and Grira 1999, BG-9",Rectangular,Cantilever,P Ram rotation decreases V,0,1923.0,350.0,350.0,1645.0,34.0,427.8,675.0,580.0,720.0,16.0,16.0,20.0,29.0,4.0,29.0,4.0,4.0,6.6,76.0,0.2127659574468085,0.4130338227186827,0.08776173161700065,0.4617046818727491,0.5210526315789473,0.4723199315140898
173,174,"Saatcioglu and Grira 1999, BG-10",Rectangular,Cantilever,P Ram rotation decreases V,0,1923.0,350.0,350.0,1645.0,34.0,427.8,675.0,570.0,680.0,16.0,16.0,20.0,29.0,4.0,29.0,4.0,4.0,9.5,76.0,0.2127659574468085,0.4130338227186827,0.17869458213433537,0.4617046818727491,0.75,0.26892207908583954
174,175,"Matamoros et al. 1999,C10-05N",Rectangular,Cantilever,Shear provided,0,142.0,203.0,203.0,610.0,69.6,586.1,739.5,406.8,639.5,15.9,15.9,4.0,40.0,0.0,32.7,0.0,2.0,9.5,76.2,0.33278688524590166,0.16229850795403622,0.053565823132700155,0.04950932769680097,0.7480314960629921,0.3367281522342284
175,176,"Matamoros et al. 1999,C10-05S",Rectangular,Cantilever,Shear provided,0,142.0,203.0,203.0,610.0,69.6,586.1,739.5,406.8,639.5,15.9,15.9,4.0,39.8,0.0,33.9,0.0,2.0,9.5,76.2,0.33278688524590166,0.16229850795403622,0.053565823132700155,0.04950932769680097,0.7480314960629921,0.3367281522342284
176,177,"Matamoros et al. 1999,C10-10N",Rectangular,Cantilever,Shear provided,0,285.0,203.0,203.0,610.0,67.8,572.3,730.8,513.7,760.2,15.9,15.9,4.0,25.8,0.0,17.4,0.0,2.0,9.5,76.2,0.33278688524590166,0.16268447028494956,0.06943779961493322,0.10200538287774151,0.7480314960629921,0.35022808893854723
177,178,"Matamoros et al. 1999,C10-10S",Rectangular,Cantilever,Shear provided,0,285.0,203.0,203.0,610.0,67.8,573.3,731.8,514.7,761.2,15.9,15.9,4.0,23.8,0.0,17.4,0.0,2.0,9.5,77.2,0.33278688524590166,0.16296873460486036,0.06867176721029357,0.10200538287774151,0.7383419689119171,0.35345859243392175
178,179,"Matamoros et al. 1999,C10-20N",Rectangular,Cantilever,Shear provided,0,569.0,203.0,203.0,610.0,65.5,572.3,730.8,513.7,760.2,15.9,15.9,4.0,22.0,0.0,14.9,0.0,2.0,9.5,76.2,0.33278688524590166,0.16839705473770353,0.07187607349454156,0.21080402098481785,0.7480314960629921,0.46159021685732465
179,180,"Matamoros et al. 1999,C10-20S",Rectangular,Cantilever,Shear provided,0,569.0,203.0,203.0,610.0,65.5,573.3,731.8,514.7,761.2,15.9,15.9,4.0,14.6,0.0,24.3,0.0,2.0,9.5,77.2,0.33278688524590166,0.1686913008581608,0.07108314224210541,0.21080402098481785,0.7383419689119171,0.46547493523206024
180,181,"Matamoros et al. 1999,C5-00N",Rectangular,Cantilever,Shear provided,0,0.0,203.0,203.0,610.0,37.9,572.3,729.1,513.7,760.2,15.9,15.9,4.0,24.0,0.0,14.6,0.0,2.0,9.5,76.2,0.33278688524590166,0.29102921069444804,0.12421854390217606,0.0,0.7480314960629921,0.20044764482147476
181,182,"Matamoros et al. 1999,C5-00S",Rectangular,Cantilever,Shear provided,0,0.0,203.0,203.0,610.0,37.9,573.3,730.1,514.7,761.2,15.9,15.9,4.0,27.8,0.0,12.6,0.0,2.0,9.5,77.2,0.33278688524590166,0.2915377363115972,0.1228481745872798,0.0,0.7383419689119171,0.20276132418047543
182,183,"Matamoros et al. 1999,C5-20N",Rectangular,Cantilever,Shear provided,0,285.0,203.0,203.0,610.0,48.3,586.1,739.5,406.8,639.5,15.9,15.9,4.0,38.3,0.0,32.7,0.0,2.0,9.5,76.2,0.33278688524590166,0.23387114189649938,0.07718801842724494,0.14318768031285453,0.7480314960629921,0.4236788856985891
183,184,"Matamoros et al. 1999,C5-20S",Rectangular,Cantilever,Shear provided,0,285.0,203.0,203.0,610.0,48.3,587.1,740.5,407.8,640.5,15.9,15.9,4.0,39.0,0.0,34.2,0.0,2.0,9.5,77.2,0.33278688524590166,0.23427017131451083,0.07637546019147431,0.14318768031285453,0.7383419689119171,0.4273172100842439
184,185,"Matamoros et al. 1999,C5-40N",Rectangular,Cantilever,Shear provided,0,569.0,203.0,203.0,610.0,38.1,572.3,729.1,513.7,760.2,15.9,15.9,4.0,20.7,0.0,17.7,0.0,2.0,9.5,76.2,0.33278688524590166,0.28950149830235117,0.12356647805492052,0.36240586284791515,0.7480314960629921,0.4309068156079041
185,186,"Matamoros et al. 1999,C5-40S",Rectangular,Cantilever,Shear provided,0,569.0,203.0,203.0,610.0,38.1,573.3,730.1,514.7,761.2,15.9,15.9,4.0,20.7,0.0,20.7,0.0,2.0,9.5,77.2,0.33278688524590166,0.29000735449368853,0.12220330227973501,0.36240586284791515,0.7383419689119171,0.4347084905735979
186,187,"Mo and Wang 2000,C1-1",Rectangular,Cantilever,P Ram rotation decreases V,0,450.0,400.0,400.0,1400.0,24.9,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,50.0,0.2857142857142857,0.4244391032598795,0.11505013816754979,0.11295180722891567,0.7559999999999999,0.3517943010631203
187,188,"Mo and Wang 2000,C1-2",Rectangular,Cantilever,P Ram rotation decreases V,0,675.0,400.0,400.0,1400.0,26.7,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,50.0,0.2857142857142857,0.39582523112999995,0.1072939490776026,0.1580056179775281,0.7559999999999999,0.38556403733594385
188,189,"Mo and Wang 2000,C1-3",Rectangular,Cantilever,P Ram rotation decreases V,0,900.0,400.0,400.0,1400.0,26.1,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,50.0,0.2857142857142857,0.4049246617306896,0.10976047664260496,0.21551724137931033,0.7559999999999999,0.4141792882016427
189,190,"Mo and Wang 2000,C2-1",Rectangular,Cantilever,P Ram rotation decreases V,0,450.0,400.0,400.0,1400.0,25.3,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,52.0,0.2857142857142857,0.41772860360359676,0.10887611889525652,0.11116600790513834,0.7269230769230769,0.3628398548515699
190,191,"Mo and Wang 2000,C2-2",Rectangular,Cantilever,P Ram rotation decreases V,0,675.0,400.0,400.0,1400.0,27.1,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,52.0,0.2857142857142857,0.38998279229413274,0.10164449476199225,0.15567343173431733,0.7269230769230769,0.39743654580080684
191,192,"Mo and Wang 2000,C2-3",Rectangular,Cantilever,P Ram rotation decreases V,0,900.0,400.0,400.0,1400.0,26.8,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,52.0,0.2857142857142857,0.3943482713123507,0.10278230627052201,0.20988805970149255,0.7269230769230769,0.42709491399505856
192,193,"Mo and Wang 2000,C3-1",Rectangular,Cantilever,P Ram rotation decreases V,0,450.0,400.0,400.0,1400.0,26.4,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,54.0,0.2857142857142857,0.4003232451201136,0.1004751837953139,0.10653409090909091,0.7,0.3733630561544615
193,194,"Mo and Wang 2000,C3-2",Rectangular,Cantilever,P Ram rotation decreases V,0,675.0,400.0,400.0,1400.0,27.5,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,54.0,0.2857142857142857,0.384310315315309,0.09645617644350134,0.1534090909090909,0.7,0.4090639081037278
194,195,"Mo and Wang 2000,C3-3",Rectangular,Cantilever,P Ram rotation decreases V,0,900.0,400.0,400.0,1400.0,26.9,497.0,592.0,459.5,576.5,19.0,19.0,12.0,34.0,2.0,34.0,2.0,4.0,6.3,54.0,0.2857142857142857,0.3928822926085873,0.09860761532328204,0.20910780669144982,0.7,0.4393741413766603
195,196,"Aboutaha and Machado 1999, ORC1",Rectangular,Cantilever,,0,0.0,305.0,508.0,1829.0,83.0,0.0,0.0,0.0,0.0,25.0,25.0,8.0,0.0,1.0,0.0,1.0,4.0,10.0,75.0,0.277747402952433,0.0,0.0,0.0,0.8,0.0
196,197,"Aboutaha and Machado 1999, ORC2",Rectangular,Cantilever,,0,1543.0,305.0,508.0,1829.0,83.0,0.0,0.0,0.0,0.0,25.0,25.0,8.0,0.0,1.0,0.0,1.0,4.0,10.0,75.0,0.277747402952433,0.0,0.0,0.11998426129974914,0.8,0.8601742878853507
197,198,"Aboutaha and Machado 1999, ORC3",Rectangular,Cantilever,,0,2058.0,305.0,508.0,1829.0,83.0,0.0,0.0,0.0,0.0,25.0,25.0,8.0,0.0,1.0,0.0,1.0,4.0,10.0,75.0,0.277747402952433,0.0,0.0,0.16003085531748784,0.8,0.9924969690318124
198,199,"Aboutaha et al. 1999, SC3",Rectangular,Cantilever,Feff provided,2,0.0,914.4,457.2,1219.2,21.9,434.0,690.0,400.0,627.0,25.0,25.0,16.0,38.0,6.0,38.0,0.0,5.0,9.5,406.4,0.375,0.3723000177534429,0.017419394551856798,0.0,0.14025590551181102,0.9495926890652812
199,200,"Aboutaha et al. 1999, SC9",Rectangular,Cantilever,Feff provided,2,0.0,457.2,914.4,1219.2,16.0,434.0,690.0,400.0,627.0,25.0,25.0,16.0,38.0,0.0,38.0,6.0,2.0,9.5,406.4,0.75,0.5095856493000249,0.01907423703428319,0.0,0.14025590551181102,1.4156272470558786
200,201,"Thomsen and Wallace 1994, A1",Rectangular,Cantilever,Feff provided,0,0.0,152.4,152.4,596.9,102.7,517.1,896.0,793.0,814.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.0,3.2,25.4,0.25531914893617025,0.12293095036171013,0.048127705028581096,0.0,0.7559055118110237,0.16360349534301952
201,202,"Thomsen and Wallace 1994, A3",Rectangular,Cantilever,Feff provided,0,401.0,152.4,152.4,596.9,86.3,517.1,896.0,793.0,814.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.0,3.2,25.4,0.25531914893617025,0.14629210431225528,0.057273642021266266,0.20006155629666736,0.7559055118110237,0.42976350858419904
202,203,"Thomsen and Wallace 1994, B1",Rectangular,Cantilever,Feff provided,0,0.0,152.4,152.4,596.9,87.5,455.1,758.0,793.0,814.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.12698602458407904,0.06401993158811409,0.0,0.7559055118110237,0.13052279941645742
203,204,"Thomsen and Wallace 1994, B2",Rectangular,Cantilever,Feff provided,0,194.0,152.4,152.4,596.9,83.4,455.1,758.0,793.0,814.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.13322874281902777,0.06716719441199019,0.10015341107154367,0.7559055118110237,0.2687593113308334
204,205,"Thomsen and Wallace 1994, B3",Rectangular,Cantilever,Feff provided,0,418.0,152.4,152.4,596.9,90.0,455.1,758.0,793.0,814.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.12345863501229908,0.06224160015511092,0.1999695357415406,0.7559055118110237,0.3855073815963511
205,206,"Thomsen and Wallace 1994, C1",Rectangular,Cantilever,Feff provided,0,0.0,152.4,152.4,596.9,67.5,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.1720987871935894,0.1320704487528373,0.0,0.7559055118110237,0.09062180545153144
206,207,"Thomsen and Wallace 1994, C2",Rectangular,Cantilever,Feff provided,0,173.0,152.4,152.4,596.9,74.6,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.1557194120049234,0.11950074116376029,0.09984753362417062,0.7559055118110237,0.176243407451157
207,208,"Thomsen and Wallace 1994, C3",Rectangular,Cantilever,Feff provided,0,380.0,152.4,152.4,596.9,81.8,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,25.4,0.25531914893617025,0.1420130578920206,0.10898233851853933,0.2000139832933836,0.7559055118110237,0.25561919947511424
208,209,"Thomsen and Wallace 1994, D1",Rectangular,Cantilever,Feff provided,0,352.0,152.4,152.4,596.9,75.8,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,31.8,0.25531914893617025,0.15325419703914622,0.09393919134545539,0.1999417660518112,0.6037735849056605,0.29471456212955083
209,210,"Thomsen and Wallace 1994, D2",Rectangular,Cantilever,Feff provided,0,404.0,152.4,152.4,596.9,87.0,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,38.1,0.25531914893617025,0.13352492109847452,0.06831230107905376,0.19993654291267715,0.5039370078740159,0.36642759987518875
210,211,"Thomsen and Wallace 1994, D3",Rectangular,Cantilever,Feff provided,0,331.0,152.4,152.4,596.9,71.2,475.8,738.0,1262.0,1448.0,9.5,9.5,8.0,11.1,1.0,11.1,1.0,3.4,3.2,44.5,0.25531914893617025,0.16315545134223713,0.07146660282374052,0.20016035662533246,0.43146067415730344,0.3719568709504272
211,212,Sezen and Moehle No. 1,Rectangular,Double Cantilever,Shear provided,1,667.0,457.2,457.2,1473.2,21.1,434.4,645.0,476.0,724.0,28.7,28.7,8.0,65.1,1.0,65.1,1.0,3.4,9.5,304.8,0.3103448275862069,0.5097281045486892,0.03901389600794176,0.15122755656546363,0.18700787401574803,0.8970551865842226
212,213,Sezen and Moehle No. 2,Rectangular,Double Cantilever,Shear provided,1,2669.0,457.2,457.2,1473.2,21.1,434.4,645.0,476.0,724.0,28.7,28.7,8.0,65.1,1.0,65.1,1.0,3.4,9.5,304.8,0.3103448275862069,0.5097281045486892,0.03901389600794176,0.6051369542327173,0.18700787401574803,0.9315649045350255
213,214,Sezen and Moehle No. 4,Rectangular,Double Cantilever,Shear provided,1,667.0,457.2,457.2,1473.2,21.8,434.4,645.0,476.0,724.0,28.7,28.7,8.0,65.1,1.0,65.1,1.0,3.4,9.5,304.8,0.3103448275862069,0.49336068834758456,0.037761156227870234,0.1463716258500588,0.18700787401574803,0.8941801812034565
214,215,"Paultre and Legeron, 2000, No. 1006015",Rectangular,Cantilever,P Ram rotation decreases V,0,1200.0,305.0,305.0,2000.0,92.4,451.0,716.0,391.0,637.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.1253585566287308,0.07884594846540481,0.13960777196466526,1.1300000000000001,0.1746018639520134
215,216,"Paultre and Legeron, 2000, No. 1006025",Rectangular,Cantilever,P Ram rotation decreases V,0,2400.0,305.0,305.0,2000.0,93.3,430.0,661.0,391.0,637.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.11836852182651704,0.07808537661525622,0.2765221463994656,1.1300000000000001,0.2464312592832849
216,217,"Paultre and Legeron, 2000, No. 1006040",Rectangular,Cantilever,P Ram rotation decreases V,0,3600.0,305.0,305.0,2000.0,98.2,451.0,716.0,418.0,675.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.11795448709261432,0.07931208913301377,0.3940862972363056,1.1300000000000001,0.2835773128702731
217,218,"Paultre and Legeron, 2000, No. 10013015",Rectangular,Cantilever,P Ram rotation decreases V,0,1200.0,305.0,305.0,2000.0,94.8,451.0,716.0,391.0,637.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,130.0,0.1525,0.12218492228369963,0.035469160848117846,0.13607339799087628,0.5215384615384616,0.33254678754345085
218,219,"Paultre and Legeron, 2000, No. 10013025",Rectangular,Cantilever,P Ram rotation decreases V,0,2400.0,305.0,305.0,2000.0,97.7,430.0,661.0,391.0,637.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,130.0,0.1525,0.1130376979162133,0.03441634031117269,0.2640687436957026,0.5215384615384616,0.45656123431452594
219,220,"Paultre and Legeron, 2000, No. 10013040",Rectangular,Cantilever,P Ram rotation decreases V,0,3600.0,305.0,305.0,2000.0,104.3,451.0,716.0,418.0,675.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,130.0,0.1525,0.11105590251672796,0.034464697187972355,0.3710381053557547,0.5215384615384616,0.5220922308014928
220,221,"Paultre et al., 2001, No. 806040",Rectangular,Cantilever,Feff provided,0,2900.0,305.0,305.0,2000.0,78.7,446.0,719.0,438.0,689.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.14554910482966407,0.10369885802646885,0.3961170963114327,1.1300000000000001,0.23376352825683047
221,222,"Paultre et al., 2001, No. 1206040",Rectangular,Cantilever,Feff provided,0,4200.0,305.0,305.0,2000.0,109.2,446.0,719.0,438.0,689.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.10489665338914435,0.07473534914544962,0.4134537862030472,1.1300000000000001,0.29844482769651137
222,223,"Paultre et al., 2001, No. 1005540",Rectangular,Cantilever,Feff provided,0,4200.0,305.0,305.0,2000.0,109.5,446.0,719.0,825.0,960.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,55.0,0.1525,0.10460926529766724,0.15314505773471754,0.4123210361038607,1.232727272727273,0.15990813012284785
223,224,"Paultre et al., 2001, No. 1008040",Rectangular,Cantilever,Feff provided,0,3600.0,305.0,305.0,2000.0,104.2,446.0,719.0,825.0,960.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,80.0,0.1525,0.10993008205465031,0.11064252761604323,0.3713941879904531,0.8475000000000001,0.2064161622328339
224,225,"Paultre et al., 2001, No. 1005552",Rectangular,Cantilever,Feff provided,0,5150.0,305.0,305.0,2000.0,104.5,446.0,719.0,744.0,874.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,55.0,0.1525,0.10961449330234031,0.14471708352654164,0.5297747557185456,1.232727272727273,0.181620928886018
225,226,"Paultre et al., 2001, No. 1006052",Rectangular,Cantilever,Feff provided,0,5150.0,305.0,305.0,2000.0,109.4,446.0,719.0,492.0,715.0,19.5,16.0,8.0,19.0,1.0,19.0,1.0,3.4,11.3,60.0,0.1525,0.10470488619830495,0.08379582409506574,0.506046270316161,1.1300000000000001,0.2866513355780357
226,227,"Pujol 2002, No. 10-2-3N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,33.7,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,25.4,0.0,2.0,6.3,76.2,0.4444444444444445,0.32819007720945886,0.06545868522157364,0.08496142940192243,0.4960629921259842,0.5966314155592897
227,228,"Pujol 2002, No. 10-2-3S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,33.7,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,25.4,0.0,2.0,6.3,76.2,0.4444444444444445,0.32819007720945886,0.06545868522157364,0.08496142940192243,0.4960629921259842,0.5966314155592897
228,229,"Pujol 2002, No. 10-3-1.5N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,32.1,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,38.1,0.4444444444444445,0.3445484611202107,0.13744284685152847,0.08919626700451047,0.9921259842519684,0.3642626213718154
229,230,"Pujol 2002, No. 10-3-1.5S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,32.1,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,38.1,0.4444444444444445,0.3445484611202107,0.13744284685152847,0.08919626700451047,0.9921259842519684,0.3642626213718154
230,231,"Pujol 2002, No. 10-3-3N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,29.9,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,76.2,0.4444444444444445,0.3698998529083199,0.07377784922966663,0.09575920303828715,0.4960629921259842,0.603113050808085
231,232,"Pujol 2002, No. 10-3-3S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,29.9,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,76.2,0.4444444444444445,0.3698998529083199,0.07377784922966663,0.09575920303828715,0.4960629921259842,0.603113050808085
232,233,"Pujol 2002, No. 10-3-2.25N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,27.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.4036498394875462,0.10725203928327284,0.10449635660017466,0.6608391608391607,0.49846304061087976
233,234,"Pujol 2002, No. 10-3-2.25S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,27.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.4036498394875462,0.10725203928327284,0.10449635660017466,0.6608391608391607,0.49846304061087976
234,235,"Pujol 2002, No. 20-3-1.5N",Rectangular,Double Cantilever,Shear provided,0,267.0,152.4,304.8,685.8,27.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,38.1,0.4444444444444445,0.4036498394875462,0.16101880963263007,0.20977840009207996,0.9921259842519684,0.4309299592137971
235,236,"Pujol 2002, No. 20-3-1.5S",Rectangular,Double Cantilever,Shear provided,0,267.0,152.4,304.8,685.8,27.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,38.1,0.4444444444444445,0.4036498394875462,0.16101880963263007,0.20977840009207996,0.9921259842519684,0.4309299592137971
236,237,"Pujol 2002, No. 20-3-3N",Rectangular,Double Cantilever,Shear provided,0,267.0,152.4,304.8,685.8,36.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,76.2,0.4444444444444445,0.3038463077461199,0.06060323329579758,0.15791011435502725,0.4960629921259842,0.685528302696615
237,238,"Pujol 2002, No. 20-3-3S",Rectangular,Double Cantilever,Shear provided,0,267.0,152.4,304.8,685.8,36.4,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,76.2,0.4444444444444445,0.3038463077461199,0.06060323329579758,0.15791011435502725,0.4960629921259842,0.685528302696615
238,239,"Pujol 2002, No. 10-2-2.25N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,34.9,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.31690560464065226,0.08420360677254085,0.08204011950844659,0.6608391608391607,0.490591199448004
