UniqueId,Name,Type,FailureType,ar,lrr,srr,alr,sdr,smr,id
319,"BRI No. 3 (Japan), ws27bs",Spiral,0,2.0,0.3532939746835443,0.12543525895628166,0.20758639666061893,0.7865168539325842,0.4980034092301829,65
67,"Sakai et al. 1990, B2",Rectangular,0,2.0,0.09264344180644903,0.06109529431855528,0.3499095477386935,1.3333333333333333,0.6677504471434148,66
320,"Arakawa et al. 1987, No. 1",Spiral,2,1.090909090909091,0.5162314049586776,0.026275138557296445,0.0,2.7777777777777777,2.934593692473316,66
68,"Sakai et al. 1990, B3",Rectangular,0,2.0,0.09264344180644903,0.021903794407541297,0.3499095477386935,1.8181818181818181,0.9762176536582098,67
69,"Sakai et al. 1990, B4",Rectangular,0,2.0,0.09264344180644903,0.059253489580269804,0.3499095477386935,2.0,0.6778157230307,68
322,"Arakawa et al. 1987, No. 3",Spiral,2,1.090909090909091,0.5198414147835635,0.0,0.1265660299915899,2.0,4.068249664091903,68
325,"Arakawa et al. 1987, No. 8",Spiral,2,1.090909090909091,0.4734861293888509,0.06885568611921182,0.11527988718979207,0.9722222222222222,1.606665214450584,71
326,"Arakawa et al. 1987, No. 9",Spiral,2,1.090909090909091,0.6499438016528926,0.04962124527541886,0.11868158877899905,1.3888888888888888,2.498800695654154,72
327,"Arakawa et al. 1987, No. 10",Spiral,1,1.090909090909091,0.32820009851677523,0.05011417155298925,0.11986054495892288,1.3888888888888888,1.427090433257014,73
328,"Arakawa et al. 1987, No. 11",Spiral,2,1.090909090909091,0.5180301206553979,0.0,0.2522500667428203,2.0,3.5851316547384924,74
76,"Wight and Sozen 1973, No. 40.048(East)",Rectangular,1,2.8721311475409834,0.46489493699249745,0.06091804664150204,0.14710792432371675,2.354497354497355,0.9492901343385365,75
329,"Arakawa et al. 1987, No. 12",Spiral,2,1.090909090909091,0.5348008799571913,0.027220287426263947,0.2604164358100339,2.7777777777777777,2.531022062264917,75
77,"Wight and Sozen 1973, No. 40.048(West)",Rectangular,1,2.8721311475409834,0.46489493699249745,0.06091804664150204,0.14710792432371675,2.354497354497355,0.9492901343385365,76
330,"Arakawa et al. 1987, No. 13",Spiral,2,1.090909090909091,0.48745785123966945,0.04962124527541886,0.2373631775579981,1.3888888888888888,1.9414643374532217,76
78,"Wight and Sozen 1973, No. 40.033(East)",Rectangular,1,2.8721311475409834,0.36112374569952926,0.03316144791515399,0.11427133407288714,3.35978835978836,1.0992997381814311,77
331,"Arakawa et al. 1987, No. 14",Spiral,2,1.090909090909091,0.4749988646265149,0.06907567233684508,0.23129638707728248,0.9722222222222222,1.6251997920090397,77
332,"Arakawa et al. 1988, No. 15",Spiral,1,1.6363636363636362,0.4608,0.032644003664119396,0.0,2.0833333333333335,1.6170649153132122,78
79,"Wight and Sozen 1973, No. 40.033(West)",Rectangular,1,2.8721311475409834,0.36112374569952926,0.03316144791515399,0.11427133407288714,3.35978835978836,1.0992997381814311,78
333,"Arakawa et al. 1988, No. 16",Spiral,0,1.6363636363636362,0.4711054313099041,0.07151584554439666,0.0,0.9722222222222222,1.0220362608387008,79
80,"Wight and Sozen 1973, No. 25.033(East)",Rectangular,2,2.8721311475409834,0.36112374569952926,0.03316144791515399,0.07125909034882288,3.35978835978836,1.0930896313803085,79
81,"Wight and Sozen 1973, No. 25.033(West)",Rectangular,1,2.8721311475409834,0.36112374569952926,0.03316144791515399,0.07125909034882288,3.35978835978836,1.0930896313803085,80
334,"Arakawa et al. 1988, No. 17",Spiral,2,1.090909090909091,0.4711054313099041,0.033374061254051776,0.11564819353864124,2.0833333333333335,2.3032579711370857,80
335,"Arakawa et al. 1988, No. 18",Spiral,2,1.6363636363636362,0.4741350482315112,0.0,0.11639191182506337,2.0,2.6253097065065103,81
82,"Wight and Sozen 1973, No. 40.067(East)",Rectangular,1,2.8721311475409834,0.3632861633384486,0.06619878861505665,0.11495559355835352,1.6931216931216932,0.7628170111050468,81
336,"Arakawa et al. 1988, No. 19",Spiral,2,1.6363636363636362,0.4726153846153846,0.033481029399096814,0.11601886082562408,2.0833333333333335,1.5363064295762687,82
83,"Wight and Sozen 1973, No. 40.067(West)",Rectangular,1,2.8721311475409834,0.3632861633384486,0.06619878861505665,0.11495559355835352,1.6931216931216932,0.7628170111050468,82
337,"Arakawa et al. 1988, No. 20",Spiral,0,1.6363636363636362,0.5032627986348123,0.07639747322660805,0.1235422681829171,0.9722222222222222,1.0487633365439422,83
338,"Arakawa et al. 1988, No. 21",Spiral,0,2.181818181818182,0.4834622950819672,0.03424944646727281,0.11868158877899905,2.0833333333333335,1.215604912243873,84
340,"Arakawa et al. 1988, No. 23",Spiral,1,1.6363636363636362,0.34942180094786723,0.024753746854308544,0.08577697767202537,2.0833333333333335,1.456288135210695,86
341,"Arakawa et al. 1988, No. 24",Spiral,2,1.090909090909091,0.4741350482315112,0.03358868544218073,0.23278382365012673,2.0833333333333335,2.2408095158667507,87
